game_date,Name,type,id,attributes.adjusted_odds,prop_line,odds_type,attributes.projection_type,prop_type,PP_ID,position,team_name,image_url,game_date_time
2024-05-10,Nico Hoerner,projection,2429712,True,0.5,demon,Single Stat,Stolen Bases,69425,IF,CHC,https://static.prizepicks.com/images/players/mlb/Nico_Hoerner_6ea2efc3-345a-4e30-8b95-744a60a3e7a5.webp,2024-05-10 18:40:00-04:00
2024-05-10,Javier Assad,projection,2429800,,4.5,standard,Single Stat,Hits Allowed,73818,P,CHC,https://static.prizepicks.com/images/players/mlb/Javier_Assad_564bb787-e788-4acf-9dab-1da0e14578e0.webp,2024-05-10 18:40:00-04:00
2024-05-10,Jared Jones,projection,2429799,,17.5,standard,Single Stat,Pitching Outs,192811,P,PIT,https://static.prizepicks.com/images/players/placeholder.png,2024-05-10 18:40:00-04:00
2024-05-10,Aaron Judge,projection,2429696,True,0.5,demon,Single Stat,Home Runs,67620,OF,NYY,https://static.prizepicks.com/images/players/mlb/Aaron_Judge_86f7390e-61bd-4556-8325-a6705c7f693b.webp,2024-05-10 18:50:00-04:00
2024-05-10,Jared Jones,projection,2429801,,4.5,standard,Single Stat,Hits Allowed,192811,P,PIT,https://static.prizepicks.com/images/players/placeholder.png,2024-05-10 18:40:00-04:00
2024-05-10,Javier Assad,projection,2429390,,4.5,standard,Single Stat,Pitcher Strikeouts,73818,P,CHC,https://static.prizepicks.com/images/players/mlb/Javier_Assad_564bb787-e788-4acf-9dab-1da0e14578e0.webp,2024-05-10 18:40:00-04:00
2024-05-10,Corbin Carroll,projection,2429713,True,0.5,demon,Single Stat,Stolen Bases,192365,OF,AZ,https://static.prizepicks.com/images/players/mlb/Corbin_Carroll_86b68e79-a041-4fe2-95ea-1e8e0c30e382.webp,2024-05-10 19:05:00-04:00
2024-05-10,Clarke Schmidt,projection,2429176,,29.5,standard,Single Stat,Pitcher Fantasy Score,74520,P,NYY,https://static.prizepicks.com/images/players/mlb/Clarke_Schmidt_98382676-6df3-4b1f-9bc8-8c2f1fd28621.webp,2024-05-10 18:50:00-04:00
2024-05-10,Giancarlo Stanton,projection,2429697,True,0.5,demon,Single Stat,Home Runs,67622,DH,NYY,https://static.prizepicks.com/images/players/mlb/Giancarlo_Stanton_b54ace79-5c94-45d1-873a-7ae90e5c6726.webp,2024-05-10 18:50:00-04:00
2024-05-10,Joey Bart,projection,2429391,,0.5,standard,Single Stat,Total Bases,193529,C,PIT,https://static.prizepicks.com/images/players/mlb/Joey_Bart_9ff4bd8c-c74e-40b3-87f4-359b8ddecc55.webp,2024-05-10 18:40:00-04:00
2024-05-10,Yusei Kikuchi,projection,2429177,,28.5,standard,Single Stat,Pitcher Fantasy Score,67935,P,TOR,https://static.prizepicks.com/images/players/mlb/Yusei_Kikuchi_7160046b-1575-40ab-bd09-9d11bbac7957.webp,2024-05-10 19:07:00-04:00
2024-05-10,Ranger Suárez,projection,2429178,,32.5,standard,Single Stat,Pitcher Fantasy Score,69041,P,PHI,https://static.prizepicks.com/images/players/mlb/Ranger_Suárez_1fde5e4a-c91a-4035-a94c-bd6762496e65.webp,2024-05-10 19:10:00-04:00
2024-05-10,Juan Soto,projection,2429698,True,0.5,demon,Single Stat,Home Runs,192614,OF,NYY,https://static.prizepicks.com/images/players/mlb/Juan_Soto_2aadd7c6-eaea-4975-934e-e504fe9903a2.webp,2024-05-10 18:50:00-04:00
2024-05-10,Willi Castro,projection,2429715,True,0.5,demon,Single Stat,Stolen Bases,139850,IF,MIN,https://static.prizepicks.com/images/players/mlb/Willi_Castro_3c273dc1-e828-48d3-bf04-1f26cbee97ac.webp,2024-05-10 19:07:00-04:00
2024-05-10,Tyler Glasnow,projection,2431038,True,1.5,goblin,Single Stat,Earned Runs Allowed,188897,P,LAD,https://static.prizepicks.com/images/players/mlb/Tyler_Glasnow_81125861-72f8-461c-b7c2-46fc460a7115.webp,2024-05-10 21:40:00-04:00
2024-05-10,Michael Harris II,projection,2429716,True,0.5,demon,Single Stat,Stolen Bases,68832,OF,ATL,https://static.prizepicks.com/images/players/mlb/Michael_Harris_94b20984-18d1-49bf-aed9-eac78c0d1416.webp,2024-05-10 19:10:00-04:00
2024-05-10,Bryan Reynolds,projection,2429397,,1.5,standard,Single Stat,Hits+Runs+RBIs,67525,OF,PIT,https://static.prizepicks.com/images/players/mlb/Bryan_Reynolds_bf611376-2b1d-4d5f-9805-57cbfb852063.webp,2024-05-10 18:40:00-04:00
2024-05-10,Charlie Morton,projection,2429179,,33.5,standard,Single Stat,Pitcher Fantasy Score,67716,P,ATL,https://static.prizepicks.com/images/players/mlb/Charlie_Morton_ff772241-8fdd-488c-a81e-49b44ce600fc.webp,2024-05-10 19:10:00-04:00
2024-05-10,Danny Jansen,projection,2429699,True,0.5,demon,Single Stat,Home Runs,68905,C,TOR,https://static.prizepicks.com/images/players/mlb/Danny_Jansen_8d777ecb-4ab5-4c35-9daa-a1124a200b11.webp,2024-05-10 19:07:00-04:00
2024-05-10,Ronald Acuña Jr.,projection,2429717,True,0.5,demon,Single Stat,Stolen Bases,67555,OF,ATL,https://static.prizepicks.com/images/players/mlb/Ronald_Acuña_Jr_860100f5-6b7a-40da-ace9-fc6805ed8744.webp,2024-05-10 19:10:00-04:00
2024-05-10,Tanner Houck,projection,2429180,,29.5,standard,Single Stat,Pitcher Fantasy Score,125241,P,BOS,https://static.prizepicks.com/images/players/mlb/Tanner_Houck_1b0ad742-0bc5-49b0-abe0-005e8581b1d3.webp,2024-05-10 19:10:00-04:00
2024-05-10,Tyler O'Neill,projection,2429700,True,0.5,demon,Single Stat,Home Runs,193267,OF,BOS,https://static.prizepicks.com/images/players/mlb/Tyler_O'Neill_65fc46ca-350d-4eaf-bc40-8851c3378bc6.webp,2024-05-10 19:10:00-04:00
2024-05-10,Jon Gray,projection,2429181,,33.5,standard,Single Stat,Pitcher Fantasy Score,67722,P,TEX,https://static.prizepicks.com/images/players/mlb/Jon_Gray_106c933c-0203-4e5a-bd06-f8bc420b9b9f.webp,2024-05-10 20:40:00-04:00
2024-05-10,Ke'Bryan Hayes,projection,2429398,,1.5,standard,Single Stat,Hits+Runs+RBIs,67524,IF,PIT,https://static.prizepicks.com/images/players/mlb/Ke'Bryan_Hayes_ec6f52a3-f3e9-40f0-acfe-1dfba879d18a.webp,2024-05-10 18:40:00-04:00
2024-05-10,Ke'Bryan Hayes,projection,2429403,,0.5,standard,Single Stat,Hitter Strikeouts,67524,IF,PIT,https://static.prizepicks.com/images/players/mlb/Ke'Bryan_Hayes_ec6f52a3-f3e9-40f0-acfe-1dfba879d18a.webp,2024-05-10 18:40:00-04:00
2024-05-10,Starling Marte,projection,2429718,True,0.5,demon,Single Stat,Stolen Bases,67574,OF,NYM,https://static.prizepicks.com/images/players/mlb/Starling_Marte_1c58cf18-0d61-479d-9438-0a4057f552ef.webp,2024-05-10 19:10:00-04:00
2024-05-10,José Ramírez,projection,2429701,True,0.5,demon,Single Stat,Home Runs,67669,IF,CLE,https://static.prizepicks.com/images/players/mlb/José_Ramírez_17e633e5-e7a5-445c-8206-4770254ea2fd.webp,2024-05-10 19:40:00-04:00
2024-05-10,Miguel Amaya,projection,2429394,,0.5,standard,Single Stat,Total Bases,127160,C,CHC,https://static.prizepicks.com/images/players/mlb/Miguel_Amaya_b8dbec1d-4f7b-46d0-942a-61df9d8341d0.webp,2024-05-10 18:40:00-04:00
2024-05-10,Rhys Hoskins,projection,2429702,True,0.5,demon,Single Stat,Home Runs,192361,IF,MIL,https://static.prizepicks.com/images/players/mlb/Rhys_Hoskins_171b88ff-8043-4895-9e37-cc550071816e.webp,2024-05-10 20:10:00-04:00
2024-05-10,CJ Abrams,projection,2429719,True,0.5,demon,Single Stat,Stolen Bases,70998,IF,WSH,https://static.prizepicks.com/images/players/mlb/CJ_Abrams_35ee7e68-0049-4c84-9691-07c49b44fbfa.webp,2024-05-10 19:10:00-04:00
2024-05-10,Tyler Glasnow,projection,2429183,,36.5,standard,Single Stat,Pitcher Fantasy Score,188897,P,LAD,https://static.prizepicks.com/images/players/mlb/Tyler_Glasnow_81125861-72f8-461c-b7c2-46fc460a7115.webp,2024-05-10 21:40:00-04:00
2024-05-10,William Contreras,projection,2429703,True,0.5,demon,Single Stat,Home Runs,127196,C,MIL,https://static.prizepicks.com/images/players/mlb/William_Contreras_1015a557-8e55-4c12-b63c-3306e25ae6e6.webp,2024-05-10 20:10:00-04:00
2024-05-10,Ceddanne Rafaela,projection,2429720,True,0.5,demon,Single Stat,Stolen Bases,162832,OF,BOS,https://static.prizepicks.com/images/players/mlb/Ceddanne_Rafaela_13cfa837-07b4-421a-8ea9-cd9e921adacd.webp,2024-05-10 19:10:00-04:00
2024-05-10,Jarren Duran,projection,2429721,True,0.5,demon,Single Stat,Stolen Bases,67645,OF,BOS,https://static.prizepicks.com/images/players/mlb/Jarren_Duran_b8124420-b124-4e28-a719-c7a124917735.webp,2024-05-10 19:10:00-04:00
2024-05-10,Logan Webb,projection,2429184,,31.5,standard,Single Stat,Pitcher Fantasy Score,67541,P,SF,https://static.prizepicks.com/images/players/mlb/Logan_Webb_72248e3e-3b0f-4523-9ff6-833aa33f3b32.webp,2024-05-10 22:15:00-04:00
2024-05-10,Willy Adames,projection,2429704,True,0.5,demon,Single Stat,Home Runs,67528,IF,MIL,https://static.prizepicks.com/images/players/mlb/Willy_Adames_81af51ef-1387-495a-bef2-57f219415370.webp,2024-05-10 20:10:00-04:00
2024-05-10,Adolis García,projection,2429705,True,0.5,demon,Single Stat,Home Runs,67652,OF,TEX,https://static.prizepicks.com/images/players/mlb/Adolis_García_8f44f889-278d-4321-9158-bb8a4a7ef271.webp,2024-05-10 20:40:00-04:00
2024-05-10,Pete Crow-Armstrong,projection,2429396,,0.5,standard,Single Stat,Total Bases,195540,OF,CHC,https://static.prizepicks.com/images/players/placeholder.png,2024-05-10 18:40:00-04:00
2024-05-10,MJ Melendez,projection,2429706,True,0.5,demon,Single Stat,Home Runs,67944,OF,KC,https://static.prizepicks.com/images/players/mlb/MJ_Melendez_6494810c-fc26-4bec-95f5-0cd7d2b4a4e9.webp,2024-05-10 21:38:00-04:00
2024-05-10,Cody Bellinger,projection,2429401,,1.5,standard,Single Stat,Hits+Runs+RBIs,160993,OF,CHC,https://static.prizepicks.com/images/players/mlb/Cody_Bellinger_bbe79e92-c56f-4e17-b5e4-6427c9fb7dce.webp,2024-05-10 18:40:00-04:00
2024-05-10,Johan Rojas,projection,2429724,True,0.5,demon,Single Stat,Stolen Bases,145773,OF,PHI,https://static.prizepicks.com/images/players/mlb/Johan_Rojas_600399c3-6c15-43ac-812a-358f37d92258.webp,2024-05-10 19:10:00-04:00
2024-05-10,Andrew McCutchen,projection,2429404,,0.5,standard,Single Stat,Walks,127583,OF,PIT,https://static.prizepicks.com/images/players/mlb/Andrew_McCutchen_53a80099-966e-451c-a1e2-dccbb16f8dd8.webp,2024-05-10 18:40:00-04:00
2024-05-10,Salvador Perez,projection,2429707,True,0.5,demon,Single Stat,Home Runs,69741,C,KC,https://static.prizepicks.com/images/players/mlb/Salvador_Perez_9baf07d4-b1cb-4494-8c95-600d9e8de1a9.webp,2024-05-10 21:38:00-04:00
2024-05-10,Vinnie Pasquantino,projection,2429708,True,0.5,demon,Single Stat,Home Runs,67795,IF,KC,https://static.prizepicks.com/images/players/mlb/Vinnie_Pasquantino_016c9250-c763-4443-8e02-195db729f76c.webp,2024-05-10 21:38:00-04:00
2024-05-10,Max Muncy,projection,2429709,True,0.5,demon,Single Stat,Home Runs,67591,IF,LAD,https://static.prizepicks.com/images/players/mlb/Max_Muncy_d692c6b5-5895-4b72-8a46-d9b9594defb6.webp,2024-05-10 21:40:00-04:00
2024-05-10,Tommy Pham,projection,2429726,True,0.5,demon,Single Stat,Stolen Bases,195621,OF,CWS,https://static.prizepicks.com/images/players/mlb/Tommy_Pham_a8ff76c9-1554-421c-baed-2a22fb00ad71.webp,2024-05-10 19:40:00-04:00
2024-05-10,Brice Turang,projection,2429727,True,0.5,demon,Single Stat,Stolen Bases,127193,IF,MIL,https://static.prizepicks.com/images/players/mlb/Brice_Turang_45d9ee07-705d-4d91-8131-264ab0cc8af4.webp,2024-05-10 20:10:00-04:00
2024-05-10,Shohei Ohtani,projection,2429710,True,0.5,demon,Single Stat,Home Runs,191341,DH,LAD,https://static.prizepicks.com/images/players/mlb/Shohei_Ohtani_80de60c9-74e3-4a50-b128-b3dc7456a254.webp,2024-05-10 21:40:00-04:00
2024-05-10,Cal Raleigh,projection,2429711,True,0.5,demon,Single Stat,Home Runs,69387,C,SEA,https://static.prizepicks.com/images/players/mlb/Cal_Raleigh_7f4e9216-53eb-468a-bf55-9d8026c05642.webp,2024-05-10 21:40:00-04:00
2024-05-10,Bobby Witt Jr.,projection,2429728,True,0.5,demon,Single Stat,Stolen Bases,67565,IF,KC,https://static.prizepicks.com/images/players/mlb/Bobby_Witt_Jr_0f20f69e-28c9-4fb4-8b1e-cde154780682.webp,2024-05-10 21:38:00-04:00
2024-05-10,Maikel Garcia,projection,2429729,True,0.5,demon,Single Stat,Stolen Bases,124265,IF,KC,https://static.prizepicks.com/images/players/mlb/Maikel_Garcia_3c07814a-966e-4358-82f5-f59c32af8c94.webp,2024-05-10 21:38:00-04:00
2024-05-10,Fernando Tatis Jr.,projection,2429730,True,0.5,demon,Single Stat,Stolen Bases,139980,OF,SD,https://static.prizepicks.com/images/players/mlb/Fernando_Tatis_Jr._bd22364f-1ff4-4ddc-8315-0a4c95cff960.webp,2024-05-10 21:40:00-04:00
2024-05-10,Julio Rodríguez,projection,2429731,True,0.5,demon,Single Stat,Stolen Bases,67566,OF,SEA,https://static.prizepicks.com/images/players/mlb/Julio_Rodríguez_e750ccd5-7a24-44ef-b661-0d41baa17d1c.webp,2024-05-10 21:40:00-04:00
2024-05-10,Elly De La Cruz,projection,2429732,True,0.5,demon,Single Stat,Stolen Bases,142356,IF,CIN,https://static.prizepicks.com/images/players/mlb/Elly_De_La_Cruz_457e0d34-698f-4ee3-ba0e-4bf703200d8f.webp,2024-05-10 22:15:00-04:00
2024-05-10,Casey Mize,projection,2429803,,16.5,standard,Single Stat,Pitching Outs,191051,P,DET,https://static.prizepicks.com/images/players/mlb/Casey_Mize_34105462-5435-4ad1-b4e8-cf183e329e15.webp,2024-05-10 18:40:00-04:00
2024-05-10,Jake Fraley,projection,2429733,True,0.5,demon,Single Stat,Stolen Bases,69900,OF,CIN,https://static.prizepicks.com/images/players/mlb/Jake_Fraley_bff726f2-15df-4bdf-80e1-211b284b299f.webp,2024-05-10 22:15:00-04:00
2024-05-10,Framber Valdez,projection,2429439,,5.0,standard,Single Stat,Pitcher Strikeouts,67725,P,HOU,https://static.prizepicks.com/images/players/mlb/Framber_Valdez_00026bf9-dc12-4711-8443-45fbac448ea0.webp,2024-05-10 18:40:00-04:00
2024-05-10,Jeremy Peña,projection,2429457,,0.5,standard,Single Stat,Hitter Strikeouts,67626,IF,HOU,https://static.prizepicks.com/images/players/mlb/Jeremy_Pena_9051bae8-47d4-4821-83a1-93e80c633fc9.webp,2024-05-10 18:40:00-04:00
2024-05-10,Spencer Steer,projection,2429734,True,0.5,demon,Single Stat,Stolen Bases,127611,OF,CIN,https://static.prizepicks.com/images/players/mlb/Spencer_Steer_22bcbdc8-1a8c-4dea-8794-b17c88c7b8b9.webp,2024-05-10 22:15:00-04:00
2024-05-10,Jeremy Peña,projection,2429447,,1.5,standard,Single Stat,Total Bases,67626,IF,HOU,https://static.prizepicks.com/images/players/mlb/Jeremy_Pena_9051bae8-47d4-4821-83a1-93e80c633fc9.webp,2024-05-10 18:40:00-04:00
2024-05-10,TJ Friedl,projection,2429735,True,0.5,demon,Single Stat,Stolen Bases,73808,OF,CIN,https://static.prizepicks.com/images/players/mlb/TJ_Friedl_5929fbff-e36a-4a4c-9eb4-c88ffe38e32e.webp,2024-05-10 22:15:00-04:00
2024-05-10,Will Benson,projection,2429736,True,0.5,demon,Single Stat,Stolen Bases,127209,OF,CIN,https://static.prizepicks.com/images/players/mlb/Will_Benson_0a7c5ebf-489c-4a98-b468-d443f21bf1e0.webp,2024-05-10 22:15:00-04:00
2024-05-10,Yordan Alvarez,projection,2429459,,0.5,standard,Single Stat,Runs,67700,OF,HOU,https://static.prizepicks.com/images/players/mlb/Yordan_Alvarez_fdc9c3af-4ad2-43b1-8537-10732d013ed8.webp,2024-05-10 18:40:00-04:00
2024-05-10,Yordan Alvarez,projection,2429449,,1.5,standard,Single Stat,Total Bases,67700,OF,HOU,https://static.prizepicks.com/images/players/mlb/Yordan_Alvarez_fdc9c3af-4ad2-43b1-8537-10732d013ed8.webp,2024-05-10 18:40:00-04:00
2024-05-10,Jon Singleton,projection,2429455,,1.5,standard,Single Stat,Hits+Runs+RBIs,149133,IF,HOU,https://static.prizepicks.com/images/players/placeholder.png,2024-05-10 18:40:00-04:00
2024-05-10,Jose Altuve,projection,2429460,,0.5,standard,Single Stat,Runs,67545,IF,HOU,https://static.prizepicks.com/images/players/mlb/Jose_Altuve_1616381c-d6ac-40b1-8c3f-c70d51bda098.webp,2024-05-10 18:40:00-04:00
2024-05-10,Clarke Schmidt,projection,2429305,,4.5,standard,Single Stat,Hits Allowed,74520,P,NYY,https://static.prizepicks.com/images/players/mlb/Clarke_Schmidt_98382676-6df3-4b1f-9bc8-8c2f1fd28621.webp,2024-05-10 18:50:00-04:00
2024-05-10,Taj Bradley,projection,2429301,,5.0,standard,Single Stat,Pitcher Strikeouts,124397,P,TB,https://static.prizepicks.com/images/players/mlb/Taj_Bradley_3c8607f6-c72d-4582-9904-dc1fe813c8d2.webp,2024-05-10 18:50:00-04:00
2024-05-10,Clarke Schmidt,projection,2429303,,16.5,standard,Single Stat,Pitching Outs,74520,P,NYY,https://static.prizepicks.com/images/players/mlb/Clarke_Schmidt_98382676-6df3-4b1f-9bc8-8c2f1fd28621.webp,2024-05-10 18:50:00-04:00
2024-05-10,Clarke Schmidt,projection,2429302,,5.0,standard,Single Stat,Pitcher Strikeouts,74520,P,NYY,https://static.prizepicks.com/images/players/mlb/Clarke_Schmidt_98382676-6df3-4b1f-9bc8-8c2f1fd28621.webp,2024-05-10 18:50:00-04:00
2024-05-10,Taj Bradley,projection,2429304,,4.5,standard,Single Stat,Hits Allowed,124397,P,TB,https://static.prizepicks.com/images/players/mlb/Taj_Bradley_3c8607f6-c72d-4582-9904-dc1fe813c8d2.webp,2024-05-10 18:50:00-04:00
2024-05-10,Aaron Judge,projection,2429323,,1.5,standard,Single Stat,Total Bases,67620,OF,NYY,https://static.prizepicks.com/images/players/mlb/Aaron_Judge_86f7390e-61bd-4556-8325-a6705c7f693b.webp,2024-05-10 18:50:00-04:00
2024-05-10,Harold Ramírez,projection,2429344,,1.5,standard,Single Stat,Hits+Runs+RBIs,67811,OF,TB,https://static.prizepicks.com/images/players/mlb/Harold_Ramírez_8528380c-334b-44eb-a0c9-b1b354110899.webp,2024-05-10 18:50:00-04:00
2024-05-10,Alex Verdugo,projection,2429345,,1.5,standard,Single Stat,Hits+Runs+RBIs,192798,OF,NYY,https://static.prizepicks.com/images/players/mlb/Alex_Verdugo_6f7a2f3c-0341-47be-a60a-f6c15d7a9a0b.webp,2024-05-10 18:50:00-04:00
2024-05-10,Josh Lowe,projection,2429346,,1.5,standard,Single Stat,Hits+Runs+RBIs,67631,OF,TB,https://static.prizepicks.com/images/players/mlb/Josh_Lowe_e29b3d43-083a-46c8-8480-ef03dd9b2670.webp,2024-05-10 18:50:00-04:00
2024-05-10,Giancarlo Stanton,projection,2429347,,1.5,standard,Single Stat,Hits+Runs+RBIs,67622,DH,NYY,https://static.prizepicks.com/images/players/mlb/Giancarlo_Stanton_b54ace79-5c94-45d1-873a-7ae90e5c6726.webp,2024-05-10 18:50:00-04:00
2024-05-10,Yandy Díaz,projection,2429348,,1.5,standard,Single Stat,Hits+Runs+RBIs,67504,IF,TB,https://static.prizepicks.com/images/players/mlb/Yandy_Díaz_c91b7458-14bf-4a62-b147-c47ad2f19396.webp,2024-05-10 18:50:00-04:00
2024-05-10,Gleyber Torres,projection,2429349,,1.5,standard,Single Stat,Hits+Runs+RBIs,68585,IF,NYY,https://static.prizepicks.com/images/players/mlb/Gleyber_Torres_781d3396-df55-4b42-bea4-5c9cad9dcad0.webp,2024-05-10 18:50:00-04:00
2024-05-10,Anthony Volpe,projection,2429353,,0.5,standard,Single Stat,Runs,127587,IF,NYY,https://static.prizepicks.com/images/players/mlb/Anthony_Volpe_50d52558-a392-4e6a-b734-4f8726659535.webp,2024-05-10 18:50:00-04:00
2024-05-10,Cole Irvin,projection,2429436,,3.5,standard,Single Stat,Pitcher Strikeouts,125196,P,BAL,https://static.prizepicks.com/images/players/mlb/Cole_Irvin_4c0f334c-1e2a-4917-840d-109fa30c45a3.webp,2024-05-10 19:05:00-04:00
2024-05-10,Brandon Pfaadt,projection,2429806,,5.5,standard,Single Stat,Hits Allowed,189405,P,AZ,https://static.prizepicks.com/images/players/mlb/Brandon_Pfaadt_5f6e12b8-1a4b-4b56-ab3b-1b349c0cd614.webp,2024-05-10 19:05:00-04:00
2024-05-10,Cole Irvin,projection,2429807,,5.5,standard,Single Stat,Hits Allowed,125196,P,BAL,https://static.prizepicks.com/images/players/mlb/Cole_Irvin_4c0f334c-1e2a-4917-840d-109fa30c45a3.webp,2024-05-10 19:05:00-04:00
2024-05-10,Brandon Pfaadt,projection,2429437,,5.0,standard,Single Stat,Pitcher Strikeouts,189405,P,AZ,https://static.prizepicks.com/images/players/mlb/Brandon_Pfaadt_5f6e12b8-1a4b-4b56-ab3b-1b349c0cd614.webp,2024-05-10 19:05:00-04:00
2024-05-10,Gunnar Henderson,projection,2429456,,0.5,standard,Single Stat,Runs,74215,IF,BAL,https://static.prizepicks.com/images/players/mlb/Gunnar_Henderson_770894ef-45bc-4a10-a18e-d35b4b1fa867.webp,2024-05-10 19:05:00-04:00
2024-05-10,Christian Walker,projection,2429440,,1.5,standard,Single Stat,Hits+Runs+RBIs,192364,IF,AZ,https://static.prizepicks.com/images/players/mlb/First_Base_9a87c7e5-41f7-4658-833a-d81920b79390.webp,2024-05-10 19:05:00-04:00
2024-05-10,Adley Rutschman,projection,2429441,,1.5,standard,Single Stat,Hits+Runs+RBIs,69589,C,BAL,https://static.prizepicks.com/images/players/mlb/Adley_Rutschman_e1aabb4c-3fa9-4053-b2a7-29a05607df88.webp,2024-05-10 19:05:00-04:00
2024-05-10,Gabriel Moreno,projection,2429450,,0.5,standard,Single Stat,Hitter Strikeouts,192458,C,AZ,https://static.prizepicks.com/images/players/mlb/Gabriel_Moreno_47bbd747-6edc-4d0e-a976-5228f5003fbd.webp,2024-05-10 19:05:00-04:00
2024-05-10,Gabriel Moreno,projection,2429442,,1.5,standard,Single Stat,Hits+Runs+RBIs,192458,C,AZ,https://static.prizepicks.com/images/players/mlb/Gabriel_Moreno_47bbd747-6edc-4d0e-a976-5228f5003fbd.webp,2024-05-10 19:05:00-04:00
2024-05-10,Randal Grichuk,projection,2429444,,1.5,standard,Single Stat,Hits+Runs+RBIs,193724,OF,AZ,https://static.prizepicks.com/images/players/mlb/Randal_Grichuk_5a1ba87b-8ec6-4588-97c8-79db8d044cca.webp,2024-05-10 19:05:00-04:00
2024-05-10,Randal Grichuk,projection,2429451,,0.5,standard,Single Stat,Hitter Strikeouts,193724,OF,AZ,https://static.prizepicks.com/images/players/mlb/Randal_Grichuk_5a1ba87b-8ec6-4588-97c8-79db8d044cca.webp,2024-05-10 19:05:00-04:00
2024-05-10,Ryan O'Hearn,projection,2429446,,1.5,standard,Single Stat,Hits+Runs+RBIs,141425,IF,BAL,https://static.prizepicks.com/images/players/mlb/Ryan_O'Hearn_95f62738-6fd7-48a0-b8a8-46f17c0f939c.webp,2024-05-10 19:05:00-04:00
2024-05-10,Ketel Marte,projection,2429454,,0.5,standard,Single Stat,Hitter Strikeouts,192366,IF,AZ,https://static.prizepicks.com/images/players/mlb/Second_Base_04b68b54-6217-4436-b3e8-bed6d3bd4942.webp,2024-05-10 19:05:00-04:00
